tic,toi,rotulo,disposicao,setor,setores_pedidos,setores_disponiveis,periodo_publicado,duracao_publicada_h,profundidade_publicada_ppm,raio_publicado_re,tmag,arquivo
53735810,661.01,planeta,KP,9,1,6,4.0860495,4.5420607,7083.7091188,13.0323437,11.2480000,tic53735810-s09.json
54962195,663.01,planeta,CP,9,1,5,2.5989031,1.6635706,1953.2615465,2.4312854,11.7602000,tic54962195-s09.json
55092869,664.01,planeta,KP,9,1,4,4.7359232,7.0819612,2338.8745559,13.5752589,7.3212000,tic55092869-s09.json
101955023,667.01,planeta,KP,9,1,6,1.6289322,0.8092760,2512.1192447,1.2145664,10.8372000,tic101955023-s09.json
124573851,669.01,planeta,CP,9,1,4,3.9451359,2.4240000,841.0000000,2.5166600,10.1755000,tic124573851-s09.json
151825527,672.01,planeta,CP,9,1,7,3.6335834,1.8069693,8668.4420489,5.1614854,11.6739000,tic151825527-s09.json
169226822,675.01,planeta,KP,9,1,6,4.1780637,4.3176109,11478.1087015,14.6952606,9.6295900,tic169226822-s09.json
429304876,682.01,planeta,CP,9,1,5,6.8392388,4.1760000,1213.0000000,3.7418600,9.2231000,tic429304876-s09.json
260004324,704.01,planeta,CP,1,1,42,3.8143136,1.4870003,460.8504633,0.9946209,10.1428000,tic260004324-s01.json
36724087,732.01,planeta,CP,9,1,5,0.7683904,1.0241242,903.9933214,1.1406447,10.5848000,tic36724087-s09.json
106402532,733.01,planeta,CP,9,1,6,4.8847937,2.5100000,478.0000000,1.9475300,8.8411000,tic106402532-s09.json
437242640,744.01,planeta,KP,9,1,5,4.3176859,1.8220000,11283.0000000,13.3926000,9.7566000,tic437242640-s09.json
15445551,747.01,planeta,KP,10,1,6,1.6827917,3.0314666,8131.4342611,14.8695962,10.3490000,tic15445551-s10.json
104024556,748.01,planeta,KP,10,1,5,2.0219583,2.6810000,10040.0000000,20.1548000,10.3182000,tic104024556-s10.json
61538902,752.01,planeta,KP,10,1,8,5.7481323,2.6600483,12259.4473284,13.1426900,11.3743000,tic61538902-s10.json
73228647,755.01,planeta,CP,10,1,5,2.5404679,2.1540000,572.0000000,2.1533100,9.4628000,tic73228647-s10.json
178819686,763.01,planeta,CP,10,1,5,5.6057748,3.0213897,701.1882316,2.4097088,9.5275000,tic178819686-s10.json
219698950,766.01,planeta,KP,10,1,6,3.4464529,2.4625990,16320.7911726,12.5399052,11.5122000,tic219698950-s10.json
229047362,767.01,planeta,KP,10,1,2,3.7648730,2.7599960,22257.1184470,13.9518200,11.2175000,tic229047362-s10.json
248075138,769.01,planeta,KP,10,1,4,4.9816784,2.7330000,18110.0000000,10.7801000,11.3728000,tic248075138-s10.json
286865921,773.01,planeta,KP,10,1,4,4.9712980,3.2830000,12130.0000000,12.1956000,11.5037000,tic286865921-s10.json
294301883,774.01,planeta,KP,10,1,3,4.4656306,3.4927618,17361.1064238,14.5926717,11.3473000,tic294301883-s10.json
306996324,776.02,planeta,CP,10,1,6,8.2466133,2.4120909,1071.2067848,1.7687315,9.7359700,tic306996324-s10.json
335630746,778.01,planeta,CP,10,1,3,4.6336155,3.5570000,7660.0000000,15.2453000,8.6900900,tic335630746-s10.json
398943781,780.01,planeta,KP,10,1,4,3.0524018,2.4830000,22270.0000000,13.7594000,10.7875000,tic398943781-s10.json
460984940,784.01,planeta,CP,10,1,7,2.7970316,2.1850000,481.0000000,1.8430300,8.7537000,tic460984940-s10.json
46096489,818.01,planeta,KP,11,1,2,3.1185360,2.0432740,12242.7313220,11.8571240,10.6481000,tic46096489-s11.json
111991770,820.01,planeta,KP,11,1,2,3.7520620,3.6800560,9500.4303050,14.9371310,10.4445000,tic111991770-s11.json
127530399,822.01,planeta,KP,11,1,4,7.1335149,3.1376265,18037.5300175,10.4786580,11.1116000,tic127530399-s11.json
193641523,824.01,planeta,CP,11,1,8,1.3929721,1.0799517,1576.0776119,2.9539057,10.0732000,tic193641523-s11.json
271168962,828.01,planeta,KP,11,1,3,5.3220505,3.8815964,6562.7794806,17.1038087,9.4719900,tic271168962-s11.json
362249359,833.01,planeta,CP,9,1,8,1.0418890,1.2737667,465.3854112,1.3890310,10.1461000,tic362249359-s09.json
404340025,834.01,planeta,KP,11,1,6,2.6755521,3.2277336,14340.9908648,16.3355194,10.7036000,tic404340025-s11.json
440887364,836.01,planeta,CP,11,1,3,8.5954792,2.4700000,1140.0000000,2.6403200,8.6486000,tic440887364-s11.json
33595516,849.01,planeta,CP,97,1,3,0.7656600,1.4520000,1410.0000000,3.5413900,11.5485000,tic33595516-s97.json
404467699,857.01,planeta,KP,30,1,1,3.9080236,3.2920000,8100.0000000,15.1385000,10.2676000,tic404467699-s30.json
198008005,858.01,planeta,CP,29,1,5,3.2797206,3.5795839,11148.4202020,14.0606451,10.6444000,tic198008005-s29.json
34077285,880.02,planeta,CP,33,1,2,2.5735943,2.4810064,739.6008283,2.7779229,9.2563000,tic34077285-s33.json
261867566,905.01,planeta,CP,12,1,10,3.7395716,2.0436597,15256.9023477,13.9317353,10.5721000,tic261867566-s12.json
305424003,907.01,planeta,CP,12,1,7,4.5849110,5.2493974,2101.0682794,9.6158851,9.9444000,tic305424003-s12.json
350153977,908.01,planeta,CP,12,1,11,3.1837789,2.3252968,850.2084133,3.1080163,10.6513000,tic350153977-s12.json
369327947,910.01,planeta,CP,12,1,10,2.0291077,0.6269874,765.9246838,0.8189787,10.1508000,tic369327947-s12.json
406941612,912.01,planeta,CP,12,1,8,4.6780659,1.5119742,1835.6055250,1.7914628,10.4904000,tic406941612-s12.json
146520535,942.01,planeta,CP,32,1,2,4.3276500,3.1810000,1480.0000000,3.5202500,11.0462000,tic146520535-s32.json
44792534,954.01,planeta,CP,31,1,1,3.6849700,4.5360000,2070.0000000,9.0554300,9.7791900,tic44792534-s31.json
178367144,966.01,planeta,KP,34,1,3,3.4091568,3.2067861,16294.3969402,15.9162999,10.5572000,tic178367144-s34.json
280437559,969.01,planeta,CP,34,1,1,1.8237371,1.3470000,1890.0000000,3.6499800,10.5424000,tic280437559-s34.json
16288184,1049.01,planeta,KP,12,1,3,2.1805333,2.9443745,16399.8584641,16.6994623,11.0657000,tic16288184-s12.json
66818296,1050.01,planeta,KP,12,1,3,3.7354838,4.1420000,17030.0000000,21.2315000,11.0261000,tic66818296-s12.json
299799658,1062.01,planeta,CP,1,1,10,4.1150527,1.0584261,538.9646334,2.2374095,9.4780000,tic299799658-s01.json
79748331,1064.01,planeta,CP,13,1,6,6.4438657,1.9309449,1121.9512275,2.4603440,10.0059000,tic79748331-s13.json
201604954,1066.01,planeta,KP,13,1,5,4.6061840,3.1216430,13793.0348670,12.9622190,11.9707000,tic201604954-s13.json
31858843,1069.01,planeta,KP,13,1,5,2.9776446,2.9620000,13022.0000000,14.4339000,10.4293000,tic31858843-s13.json
120247528,1071.01,planeta,KP,13,1,6,3.5544026,2.0550535,10164.8753396,13.2006770,11.5803000,tic120247528-s13.json
351601843,1075.01,planeta,CP,13,1,8,0.6047392,1.0403847,1027.6833479,1.8625587,11.1186000,tic351601843-s13.json
360742636,1076.01,planeta,KP,13,1,5,2.5495611,2.6173308,14921.4021936,12.9171288,11.2474000,tic360742636-s13.json
370133522,1078.01,planeta,CP,13,1,8,0.5182425,0.8565249,831.8920424,1.3485121,10.1165000,tic370133522-s13.json
394561119,1107.01,planeta,CP,38,1,5,4.0782388,4.9104136,6667.6920161,14.3929923,10.0068000,tic394561119-s38.json
10837041,2411.01,planeta,CP,30,1,2,0.7827075,1.0403706,526.8676750,1.7489088,10.4238000,tic10837041-s30.json
70524163,2421.01,planeta,CP,97,1,3,4.3474000,4.6840000,3520.0000000,10.7530000,10.6918000,tic70524163-s97.json
142937186,2427.01,planeta,CP,31,1,2,1.3061300,0.6340000,560.0000000,1.9984400,9.0138000,tic142937186-s31.json
449197831,2458.01,planeta,CP,32,1,2,3.7369689,1.9917422,310.4978088,2.3797323,8.7100800,tic449197831-s32.json
411839167,2461.01,planeta,KP,32,1,5,6.1802614,4.1830206,5383.8458373,13.7037465,10.8243000,tic411839167-s32.json
263179590,2498.01,planeta,CP,33,1,3,3.7382381,2.9752080,1316.4622757,4.7741230,10.8440000,tic263179590-s33.json
270604417,2543.01,planeta,CP,34,1,4,7.5427509,6.4481914,3098.3066655,10.8099759,10.8165000,tic270604417-s34.json
149845414,2545.01,planeta,CP,8,1,4,7.9940367,4.2710470,404.6194381,2.5576021,8.9059400,tic149845414-s08.json
444013020,2547.01,planeta,KP,34,1,7,2.3114203,2.7479753,14975.1986739,13.1879107,11.3020000,tic444013020-s34.json
350293646,2548.01,planeta,KP,34,1,3,8.5234958,2.4440000,18942.0000000,12.0756000,10.0471000,tic350293646-s34.json
258920431,2567.01,planeta,CP,40,1,28,5.9839451,5.3886513,3826.4375501,10.7016592,11.7489000,tic258920431-s40.json
239816546,2570.01,planeta,CP,44,1,6,2.9887654,2.9847247,15493.9490407,14.0699828,11.9775000,tic239816546-s44.json
103751498,2579.01,planeta,KP,40,1,5,3.7146478,3.8350000,12620.0000000,15.2308000,10.9101000,tic103751498-s40.json
102713734,2580.01,planeta,CP,59,1,3,3.3978620,4.5020000,9960.0000000,18.3834000,10.8064000,tic102713734-s59.json
68007716,2587.01,planeta,CP,88,1,1,5.4566563,3.7830000,4160.0000000,10.9408000,10.9657000,tic68007716-s88.json
162802770,2641.01,planeta,CP,36,1,6,4.8809640,1.6120362,3385.5526856,9.7354897,11.1897000,tic162802770-s36.json
348835438,2669.01,planeta,CP,61,1,3,6.2034960,5.7150000,810.0000000,9.9373500,9.9917000,tic348835438-s61.json
286916251,1794.01,planeta,CP,15,1,6,8.7655468,4.0264463,572.6986983,3.3302665,9.6992400,tic286916251-s15.json
138819293,1796.01,planeta,KP,22,1,2,2.6438856,0.9689289,6404.7051471,3.8121140,8.4034600,tic138819293-s22.json
198153540,1798.01,planeta,CP,16,1,7,8.0214735,3.2087652,882.3089291,2.3381058,10.5191000,tic198153540-s16.json
8967242,1799.01,planeta,CP,22,1,2,7.0938530,2.5107626,284.2381135,1.6277147,8.3662000,tic8967242-s22.json
17993892,1800.01,planeta,KP,22,1,2,4.1244833,3.5670000,9590.0000000,12.4249000,11.1065000,tic17993892-s22.json
180695581,1807.01,planeta,CP,22,1,4,0.5493700,0.8830000,370.0000000,1.5390400,9.0363000,tic180695581-s22.json
373693175,1810.01,planeta,KP,22,1,3,1.3273482,2.0830000,18850.0000000,15.4709000,11.6281000,tic373693175-s22.json
143257766,1120.01,falso-positivo,FP,27,1,1,1.6622600,3.3210000,6030.0000000,13.3343000,10.4063000,tic143257766-s27.json
269450900,1127.01,falso-positivo,FP,13,1,2,2.3243900,4.4530000,2704.1800000,,7.3163000,tic269450900-s13.json
267489265,1132.01,falso-positivo,FP,15,1,3,1.5502952,2.9380000,411.0000000,3.3452800,9.2293000,tic267489265-s15.json
69997672,1133.01,falso-positivo,FP,40,1,3,1.8070900,3.2970000,450.0000000,4.8624200,9.1145800,tic69997672-s40.json
110428269,1138.01,falso-positivo,FP,14,1,5,0.6497100,2.0760000,620.0000000,6.2318100,8.9060100,tic110428269-s14.json
284450803,1142.01,falso-positivo,FP,40,1,14,3.3686634,3.0120000,3288.0000000,42.2321000,8.6402800,tic284450803-s40.json
350995812,1145.01,falso-positivo,FP,40,1,6,2.9716400,1.5340000,7350.0000000,,8.5011000,tic350995812-s40.json
21755546,1146.01,falso-positivo,FP,40,1,5,0.6601790,1.6349369,473.0939303,6.1672487,8.4038600,tic21755546-s40.json
161450762,1155.01,falso-positivo,FP,55,1,1,1.3200300,3.1750000,552.4680000,,9.7110000,tic161450762-s55.json
117256577,1156.01,falso-positivo,FP,41,1,4,1.6865822,2.4290000,1770.0000000,,9.7032000,tic117256577-s41.json
379931600,1158.01,falso-positivo,FP,40,1,4,2.9258727,4.0750000,6720.0000000,24.4055000,9.5967000,tic379931600-s40.json
48188920,1159.01,falso-positivo,FP,54,1,1,0.7377400,0.6360000,524.8520000,5.2821500,9.5937000,tic48188920-s54.json
89510024,1160.01,falso-positivo,FP,41,1,7,2.3664127,2.5910000,300.0000000,,9.5770000,tic89510024-s41.json
138361973,1166.01,falso-positivo,FP,40,1,3,1.8824539,2.4600000,1391.0000000,8.2900800,9.7604000,tic138361973-s40.json
41330864,1168.01,falso-positivo,FP,75,1,1,2.1358631,1.5590000,10325.0000000,23.6019000,10.3810000,tic41330864-s75.json
294176967,1170.01,falso-positivo,FP,55,1,6,1.8296155,2.1660000,1406.0000000,29.3616000,10.3490000,tic294176967-s55.json
1717732429,1172.01,falso-positivo,FP,40,1,6,7.8513949,6.8350000,22029.0000000,,10.3018000,tic1717732429-s40.json
30329585,1175.01,falso-positivo,FP,40,1,6,7.5022708,2.6050000,1760.0000000,5.5581200,10.2026000,tic30329585-s40.json
359496368,1178.01,falso-positivo,FP,14,1,25,2.6652007,3.4900000,819.0000000,2.3596400,10.1358000,tic359496368-s14.json
341544930,1182.01,falso-positivo,FP,41,1,5,7.6416041,2.6540000,6025.0000000,27.5380000,10.0049000,tic341544930-s41.json
258777137,1183.01,falso-positivo,FP,14,1,40,5.9294088,2.9330000,10226.0000000,10.8101000,9.9478000,tic258777137-s14.json
15247229,1188.01,falso-positivo,FP,41,1,1,8.5112000,3.4860000,4172.7600000,,9.8865810,tic15247229-s41.json
89643259,1193.01,falso-positivo,FP,54,1,6,2.2219839,1.9960000,4394.0000000,15.4416000,10.4813000,tic89643259-s54.json
24364065,1195.01,falso-positivo,FP,40,1,3,4.0513500,2.4000000,1132.2300000,14.2359000,10.4717000,tic24364065-s40.json
288185138,1200.01,falso-positivo,FP,40,1,6,0.8352406,1.0430000,2065.0000000,6.4875000,10.4020000,tic288185138-s40.json
308034948,1206.01,falso-positivo,FP,10,1,7,0.8315420,1.9855380,248.9695850,1.8816840,8.6014000,tic308034948-s10.json
233684822,1253.01,falso-positivo,FP,14,1,33,4.6756655,1.9140000,738.0000000,4.0313400,9.8994700,tic233684822-s14.json
274662200,1285.01,falso-positivo,FP,15,1,6,1.2284388,1.9190118,1229.4965125,1.8662630,10.9313000,tic274662200-s15.json
199688472,1292.01,falso-positivo,FP,14,1,42,1.4412175,1.6660000,12927.0000000,17.0442000,9.8456600,tic199688472-s14.json
229536616,1297.01,falso-positivo,FP,41,1,1,3.9303400,3.6670000,9724.5800000,14.8838000,10.9873000,tic229536616-s41.json
258777134,1299.01,falso-positivo,FP,14,1,40,5.9294050,3.7190000,16410.0000000,,10.4510000,tic258777134-s14.json
186000935,1304.01,falso-positivo,FP,41,1,2,8.8735214,4.0590000,1949.0000000,6.0401000,9.7657700,tic186000935-s41.json
232679662,1305.01,falso-positivo,FP,40,1,6,7.8513774,6.6990000,21571.0000000,,10.3018000,tic232679662-s40.json
233735068,1306.01,falso-positivo,FP,14,1,41,7.6869063,4.6520000,4500.0000000,23.7824000,10.0194000,tic233735068-s14.json
277014266,1308.01,falso-positivo,FP,41,1,6,1.3797091,2.3520000,1320.0000000,22.2329000,10.6168000,tic277014266-s41.json
287190564,1309.01,falso-positivo,FP,40,1,2,1.4986100,2.8710000,2188.6100000,,10.6229000,tic287190564-s40.json
294179389,1310.01,falso-positivo,FP,55,1,6,2.6796000,2.7710000,7590.0000000,11.8862000,10.5742000,tic294179389-s55.json
11111899,1313.01,falso-positivo,FP,41,1,5,0.6193401,1.5140000,1853.0000000,8.8413600,9.6996000,tic11111899-s41.json
136848581,1314.01,falso-positivo,FP,55,1,6,2.6400663,3.3680000,1328.0000000,18.2671000,9.9048200,tic136848581-s55.json
137284119,1315.01,falso-positivo,FP,55,1,1,2.5778717,3.4720000,1010.0000000,18.6870000,9.1481900,tic137284119-s55.json
165523947,1317.01,falso-positivo,FP,55,1,1,2.9904100,3.9520000,1290.0000000,24.2511000,10.2918000,tic165523947-s55.json
167098530,1319.01,falso-positivo,FP,55,1,1,0.8909670,1.7840000,1100.0000000,2.8967800,9.3213000,tic167098530-s55.json
195199644,1321.01,falso-positivo,FP,55,1,4,1.1988800,1.5580000,1169.0300000,20.5525000,10.0849000,tic195199644-s55.json
256886630,1323.01,falso-positivo,FP,15,1,2,2.0390500,2.2600000,430.0000000,6.4230700,8.2661800,tic256886630-s15.json
266688542,1324.01,falso-positivo,FP,56,1,4,2.9424142,4.0730000,1400.0000000,9.7096800,10.1894000,tic266688542-s56.json
274942910,1325.01,falso-positivo,FP,76,1,3,1.0793011,2.1960000,1562.0000000,3.3111600,9.9809000,tic274942910-s76.json
275111900,1326.01,falso-positivo,FP,55,1,5,8.0428575,9.5040000,18730.0000000,,8.6746000,tic275111900-s55.json
330332501,1328.01,falso-positivo,FP,55,1,2,4.0157492,2.7060000,1150.0000000,6.4721900,10.3599000,tic330332501-s55.json
345996087,1329.01,falso-positivo,FP,76,1,2,2.0197600,3.3940000,3963.8500000,7.3626000,10.2835000,tic345996087-s76.json
357457104,1330.01,falso-positivo,FP,15,1,8,1.7480540,2.1220000,670.0000000,,9.5210000,tic357457104-s15.json
387664866,1331.01,falso-positivo,FP,76,1,2,2.6564600,2.4750000,773.3690000,12.1711000,9.0840900,tic387664866-s76.json
387664868,1332.01,falso-positivo,FP,76,1,2,2.6568800,2.6150000,1959.8800000,,10.8823000,tic387664868-s76.json
42123111,1334.01,falso-positivo,FP,41,1,3,4.0334900,2.6840000,1530.0000000,23.4514000,9.5526000,tic42123111-s41.json
89759617,1335.01,falso-positivo,FP,41,1,3,3.3295394,2.7700000,2620.0000000,14.3988000,10.4806000,tic89759617-s41.json
92783821,1336.01,falso-positivo,FP,41,1,6,3.8615978,1.6780000,1020.0000000,13.8394000,10.2115000,tic92783821-s41.json
233681149,1340.01,falso-positivo,FP,14,1,37,8.5865509,4.6739293,1754.7731836,5.0185225,10.8037000,tic233681149-s14.json
233390838,1341.01,falso-positivo,FP,15,1,13,6.4474918,2.6430000,9270.0000000,48.9878000,9.5359100,tic233390838-s15.json
256621916,1342.01,falso-positivo,FP,41,1,3,1.4136455,1.4480000,2427.0000000,,10.4243000,tic256621916-s41.json
358631536,1343.01,falso-positivo,FP,55,1,5,3.4040139,4.8370000,935.0000000,5.3427900,10.0062000,tic358631536-s55.json
229770036,1348.01,falso-positivo,FP,14,1,30,2.1405600,2.0290000,355.8315803,1.8382800,10.6666000,tic229770036-s14.json
279177746,1353.01,falso-positivo,FP,55,1,6,4.4350025,2.2520000,2085.0000000,9.9139300,10.1503000,tic279177746-s55.json
365683032,1354.01,falso-positivo,FP,56,1,5,1.4287976,2.9300000,1768.0000000,9.0048400,8.7882200,tic365683032-s56.json
275501623,1358.01,falso-positivo,FP,56,1,2,1.6734600,2.5400000,390.0000000,5.1018200,8.6370100,tic275501623-s56.json
416624606,1359.01,falso-positivo,FP,55,1,1,2.5152549,2.3860000,1870.0000000,13.4294000,10.2732000,tic416624606-s55.json
330468175,1360.01,falso-positivo,FP,55,1,1,0.7090200,2.4900000,570.0000000,5.1886500,10.0146000,tic330468175-s55.json
367099243,1365.01,falso-positivo,FP,52,1,1,1.8286961,3.3700000,7283.0000000,21.4433000,10.4849000,tic367099243-s52.json
136971594,1368.01,falso-positivo,FP,55,1,1,1.2556200,2.3040000,290.0000000,2.9506400,9.1384000,tic136971594-s55.json
155005217,1369.01,falso-positivo,FP,56,1,3,7.6047417,5.2300000,1200.0000000,6.1441800,10.4216000,tic155005217-s56.json
155114483,1370.01,falso-positivo,FP,17,1,3,5.2651271,2.4630000,3450.0000000,11.2446000,9.2506800,tic155114483-s17.json
164150539,1372.01,falso-positivo,FP,56,1,1,6.1600888,1.6700000,1120.0000000,8.2226200,10.3126000,tic164150539-s56.json
190743990,1376.01,falso-positivo,FP,56,1,3,1.7380504,1.4960000,956.0000000,4.4226300,10.2566000,tic190743990-s56.json
249812036,1378.01,falso-positivo,FP,56,1,6,5.7785318,2.3480000,4990.0000000,42.6903000,9.6240000,tic249812036-s56.json
274170255,1380.01,falso-positivo,FP,55,1,1,1.4107200,2.6230000,500.0000000,8.4993000,9.3284500,tic274170255-s55.json
313506357,1383.01,falso-positivo,FP,17,1,2,1.5327030,2.6980000,1250.0000000,10.8699000,9.5621000,tic313506357-s17.json
329864959,1385.01,falso-positivo,FP,16,1,8,4.5231800,5.0990000,25109.1000000,,8.4370000,tic329864959-s16.json
343442463,1387.01,falso-positivo,FP,77,1,1,0.7838100,1.4430000,426.0990000,3.8959500,8.9586100,tic343442463-s77.json
389182138,1391.01,falso-positivo,FP,77,1,1,2.7260173,2.7030000,1165.0000000,4.9803600,10.4602000,tic389182138-s77.json
430528566,1393.01,falso-positivo,FP,56,1,5,0.5590256,0.6880000,660.0000000,4.2285100,10.1993000,tic430528566-s56.json
431156009,1394.01,falso-positivo,FP,57,1,4,2.9581480,3.7690000,980.0000000,4.4738700,9.4427500,tic431156009-s57.json
468472950,1395.01,falso-positivo,FP,55,1,5,0.9873600,1.4640000,370.0000000,3.4178400,10.1277000,tic468472950-s55.json
468845640,1396.01,falso-positivo,FP,76,1,3,3.9930700,4.7830000,3892.8100000,6.3512600,10.3217000,tic468845640-s76.json
66783360,1399.01,falso-positivo,FP,57,1,3,1.3812787,2.4000000,1573.0000000,5.9148800,10.2107000,tic66783360-s57.json
258801269,1400.01,falso-positivo,FP,40,1,21,5.4892300,3.2900000,910.0000000,11.8401000,10.9380000,tic258801269-s40.json
259126549,1401.01,falso-positivo,FP,23,1,33,7.3845072,4.5310000,25160.0000000,23.6091000,10.9828000,tic259126549-s23.json
259129875,1402.01,falso-positivo,FP,40,1,9,0.4388900,0.9470000,650.0000000,6.6945600,10.5896000,tic259129875-s40.json
328750515,1403.01,falso-positivo,FP,56,1,5,2.3359622,6.0165684,3066.2492749,18.3852989,10.7387000,tic328750515-s56.json
329277372,1421.01,falso-positivo,FP,16,1,7,2.8879675,3.6626399,23489.3314084,,10.5998000,tic329277372-s16.json
346418409,1423.01,falso-positivo,FP,16,1,4,2.7556532,3.3967282,2854.4589288,6.4145519,10.9243000,tic346418409-s16.json
418959198,1424.01,falso-positivo,FP,16,1,3,4.8962484,2.3624180,1186.0289925,3.5246468,10.5152000,tic418959198-s16.json
128501004,1426.01,falso-positivo,FP,56,1,1,0.7899900,1.1530000,5750.0000000,1.9900000,9.7695200,tic128501004-s56.json
17005768,1460.01,falso-positivo,FP,17,1,3,6.8424983,3.3079378,8029.8803050,16.4578474,9.9176000,tic17005768-s17.json
335483600,1480.01,falso-positivo,FP,57,1,4,3.3540530,1.8984151,6389.1712796,,8.7514000,tic335483600-s57.json
197650870,1481.01,falso-positivo,FP,56,1,5,2.1853174,1.6560000,1168.0000000,14.8742000,10.3209000,tic197650870-s56.json
67309890,1484.01,falso-positivo,FP,77,1,2,1.1623941,1.2660000,1099.0000000,8.2166900,10.2108000,tic67309890-s77.json
354594208,1492.01,falso-positivo,FP,17,1,2,0.8667300,1.0890000,662.9250000,3.5464700,9.7611900,tic354594208-s17.json
331034236,1505.01,falso-positivo,FP,56,1,5,3.4272549,5.9083927,569.4677099,7.7503736,9.2711600,tic331034236-s56.json
430677414,1507.01,falso-positivo,FP,16,1,7,0.4674100,1.2500000,1592.1200000,7.7780400,8.4171800,tic430677414-s16.json
415741431,1508.01,falso-positivo,FP,57,1,2,2.1575124,2.2360000,550.0000000,11.8527000,10.4710000,tic415741431-s57.json
376682699,1511.01,falso-positivo,FP,77,1,2,1.1025238,2.3210000,2919.0000000,15.8737000,10.3810000,tic376682699-s77.json
434718964,1512.01,falso-positivo,FP,57,1,4,1.5972260,5.3721722,3834.1260621,,10.2620000,tic434718964-s57.json
470709084,1515.01,falso-positivo,FP,58,1,1,3.6650500,2.3460000,910.0000000,7.1901600,10.4433000,tic470709084-s58.json
269238073,1520.01,falso-positivo,FP,57,1,6,6.1461734,5.3860000,1034.0000000,6.9623600,9.6880500,tic269238073-s57.json
366074069,1521.01,falso-positivo,FP,58,1,2,4.1812866,4.3940000,4280.0000000,15.4480000,9.7887600,tic366074069-s58.json
367102581,1522.01,falso-positivo,FP,52,1,5,2.9798592,2.7370000,580.0000000,4.9222700,9.3957500,tic367102581-s52.json
387413037,1523.01,falso-positivo,FP,52,1,1,6.7269400,2.6490000,1070.0000000,5.1927300,10.3197000,tic387413037-s52.json
276380902,1525.01,falso-positivo,FP,41,1,2,0.6171788,1.4330000,519.0000000,7.2634100,10.3202000,tic276380902-s41.json
445137888,1536.01,falso-positivo,FP,58,1,1,2.0136530,2.1214907,822.8974252,9.0269074,10.3654000,tic445137888-s58.json
252636888,1539.01,falso-positivo,FP,57,1,1,2.5902660,4.3780000,700.0000000,9.5452600,10.4116000,tic252636888-s57.json
319068154,1541.01,falso-positivo,FP,77,1,1,3.7983639,1.5940000,3194.0000000,13.7263000,9.7436000,tic319068154-s77.json
326919774,1552.01,falso-positivo,FP,17,1,4,7.5719300,2.6560000,420.0000000,10.2119000,8.1900000,tic326919774-s17.json
441732151,1555.01,falso-positivo,FP,15,1,37,2.0998900,0.9080000,27336.4000000,10.1564000,10.1688000,tic441732151-s15.json
284050395,1568.01,falso-positivo,FP,78,1,1,1.3593200,2.8310000,2840.0000000,10.3751000,9.7473400,tic284050395-s78.json
285666479,1569.01,falso-positivo,FP,58,1,2,1.7161400,2.0380000,681.4490000,14.1349000,10.4240000,tic285666479-s58.json
285677945,1571.01,falso-positivo,FP,59,1,2,1.2427000,1.5630000,663.7450000,6.0527100,10.2353000,tic285677945-s59.json
292321872,1572.01,falso-positivo,FP,18,1,2,8.6669800,6.1040000,9854.3000000,27.4804000,10.4562000,tic292321872-s18.json
327011842,1576.01,falso-positivo,FP,58,1,2,0.7838790,1.4870966,274.5156373,9.6813253,9.7828000,tic327011842-s58.json
374400599,1582.01,falso-positivo,FP,52,1,1,1.8932775,3.1180000,3415.0000000,21.0430000,10.0188000,tic374400599-s52.json
444415148,1585.01,falso-positivo,FP,78,1,1,1.8364100,2.2220000,470.0000000,10.6176000,8.9676000,tic444415148-s78.json
186599508,1592.01,falso-positivo,FP,18,1,1,5.6318074,3.4553092,1186.1481873,4.8217692,9.7663600,tic186599508-s18.json
192372961,1593.01,falso-positivo,FP,58,1,1,2.0631300,2.1570000,600.0000000,11.9118000,9.1222000,tic192372961-s58.json
431899140,1596.01,falso-positivo,FP,59,1,1,1.9734615,3.6900000,1295.0000000,16.6678000,10.0888000,tic431899140-s59.json
138017750,1608.01,falso-positivo,FP,18,1,3,2.4727425,2.3410000,2929.0000000,23.6289000,7.4281200,tic138017750-s18.json
272625214,1613.01,falso-positivo,FP,57,1,2,5.2469991,3.4500000,1180.0000000,5.4608700,10.4641000,tic272625214-s57.json
317397615,1614.01,falso-positivo,FP,52,1,1,0.7438074,1.3770000,633.0000000,9.7791100,10.2351000,tic317397615-s52.json
317507345,1615.01,falso-positivo,FP,18,1,7,3.9401791,1.9910000,13317.0000000,25.3897000,9.6870800,tic317507345-s18.json
322202434,1617.01,falso-positivo,FP,16,1,5,1.4013505,1.5620000,1532.0000000,3.7143000,10.2505000,tic322202434-s16.json
377144784,1619.01,falso-positivo,FP,57,1,4,2.3866952,2.6540000,586.0000000,9.7238600,10.0552000,tic377144784-s57.json
388076005,1622.01,falso-positivo,FP,18,1,2,1.7126115,3.1280000,340.0000000,2.0192800,9.3943500,tic388076005-s18.json
407394748,1623.01,falso-positivo,FP,52,1,6,0.7522775,1.0730000,1301.0000000,6.7550900,9.5287000,tic407394748-s52.json
269892793,1636.01,falso-positivo,FP,18,1,2,1.7729239,1.8255671,26694.3797428,14.9468862,11.9056000,tic269892793-s18.json
286355915,1637.01,falso-positivo,FP,18,1,3,4.0766840,4.4132181,10459.7272290,17.5223182,10.6479000,tic286355915-s18.json
22843856,1644.01,falso-positivo,FP,18,1,7,1.8497201,1.7570000,5750.0000000,11.2477000,9.8203000,tic22843856-s18.json
